sample_idx,level,cutoff_m,birth,death,p
36,tactical,11.75,26.008638381958008,28.140233993530273,2.1315956115722656
42,tactical,11.75,22.229948043823242,27.773204803466797,5.543256759643555
44,tactical,11.75,23.69462013244629,32.755096435546875,9.060476303100586
48,tactical,11.75,31.806154251098633,32.90437316894531,1.0982189178466797
49,tactical,11.75,25.400962829589844,26.422086715698242,1.0211238861083984
49,tactical,11.75,23.019987106323242,25.35338020324707,2.333393096923828
72,tactical,11.75,27.88200569152832,30.987957000732422,3.1059513092041016
76,tactical,11.75,26.922508239746094,27.28590965270996,0.3634014129638672
84,tactical,11.75,24.538816452026367,29.127208709716797,4.58839225769043
91,tactical,11.75,33.35513687133789,36.00315856933594,2.648021697998047
95,tactical,11.75,22.141197204589844,32.082855224609375,9.941658020019531
97,tactical,11.75,26.005226135253906,36.775978088378906,10.770751953125
98,tactical,11.75,27.872440338134766,28.995101928710938,1.1226615905761719
98,tactical,11.75,24.922319412231445,29.336450576782227,4.414131164550781
105,tactical,11.75,35.36737060546875,37.0988883972168,1.7315177917480469
113,tactical,11.75,29.40755844116211,33.65110778808594,4.243549346923828
129,tactical,11.75,26.357358932495117,29.691743850708008,3.3343849182128906
132,tactical,11.75,28.64375877380371,33.6202392578125,4.976480484008789
148,tactical,11.75,34.83673858642578,37.50257110595703,2.66583251953125
149,tactical,11.75,36.42327117919922,39.2002067565918,2.776935577392578
